film,theme
128092,25
128092,32
128092,74
128092,104
128220,7
128220,41
128220,42
128220,43
128220,44
128220,45
128220,51
128220,69
128221,7
128221,52
128221,60
128221,68
128221,69
128221,74
128268,7
128268,53
128268,68
128268,69
128268,74
128268,81
128268,95
128406,2
128406,4
128406,7
128406,11
128406,12
128406,13
128406,24
128435,7
128435,37
128435,47
128435,52
128435,55
128435,56
128435,57
128435,59
128435,98
128436,7
128436,41
128436,42
128436,43
128436,44
128436,45
128436,69
128469,2
128469,7
128469,11
128469,12
128469,31
128470,7
128470,15
128470,60
128504,7
128504,15
128504,17
128504,19
128504,21
128504,77
128504,78
128504,88
128505,2
128505,7
128505,11
128505,12
128505,24
128505,31
128505,89
128506,2
128506,7
128506,12
128506,23
128506,97
128506,101
128506,102
128507,6
128507,7
128507,40
128507,48
128507,54
128507,63
128507,64
128568,7
128568,41
128568,42
128568,44
128568,45
128568,69
128568,85
128744,7
128744,15
128744,30
128798,2
128798,4
128798,7
128798,11
128798,12
128798,24
128798,66
128798,87
128852,1
128852,2
128852,4
128852,7
128852,12
128852,24
128852,30
128852,46
128853,7
128853,13
128853,48
128853,54
128853,61
128853,62
128853,63
128922,1
128922,2
128922,4
128922,7
128922,11
128922,13
128922,54
128922,67
128922,92
128922,99
128923,1
128923,2
128923,4
128923,7
128923,12
128923,13
128923,54
128923,62
128923,101
128925,7
128925,41
128925,42
128925,43
128925,44
128925,45
128925,51
128925,69
128926,7
128926,49
128926,55
128926,73
128926,74
128926,79
128926,83
128927,7
128927,41
128927,42
128927,43
128927,44
128927,45
128927,51
128927,69
128928,2
128928,7
128928,11
128928,13
128928,62
128928,99
128928,101
128929,2
128929,4
128929,7
128929,11
128929,13
128929,79
128929,83
128932,7
128932,14
128932,18
128932,20
128932,26
128932,28
128933,7
128933,51
128933,83
128935,7
128935,68
128935,74
128935,81
128935,95
128938,7
128938,55
128938,60
129036,7
129036,48
129036,54
129036,61
129036,62
129036,63
129036,64
129036,67
129037,7
129037,48
129037,54
129037,55
129037,61
129037,62
129037,63
129037,64
129038,2
129038,7
129038,15
129038,21
129038,23
129038,31
129038,97
129038,101
129039,7
129039,53
129039,54
129039,61
129040,1
129040,2
129040,3
129040,4
129040,6
129040,7
129040,12
129040,24
129041,7
129041,41
129041,43
129041,45
129041,46
129041,51
129041,69
129041,79
129042,7
129042,13
129042,48
129042,54
129042,61
129042,62
129042,63
129044,7
129044,19
129044,67
129044,76
129045,7
129045,35
129045,40
129045,66
129045,70
129045,83
129045,87
129048,7
129048,22
129048,33
129048,34
129048,35
129054,1
129054,4
129054,7
129093,7
129093,8
129093,40
129093,48
129093,54
129093,70
129093,75
129093,87
129093,96
129094,6
129094,7
129094,54
129094,63
129094,64
129095,7
129095,51
129095,69
129095,83
129096,2
129096,7
129096,11
129096,12
129096,23
129096,31
129096,66
129096,87
129098,7
129098,55
129098,72
129099,7
129099,20
129099,40
129099,54
129099,61
129099,62
129099,63
129100,1
129100,7
129100,13
129100,48
129100,54
129100,62
129100,63
129100,64
129103,7
129103,55
129103,59
129106,7
129106,49
129106,54
129106,62
129106,63
129106,76
129106,103
129180,5
129180,7
129180,39
129180,48
129180,54
129180,61
129180,63
129181,7
129181,14
129181,18
129181,20
129181,26
129181,53
129181,67
129181,73
129181,79
129182,7
129182,40
129182,48
129182,54
129182,62
129182,64
129182,70
129182,87
129183,7
129183,41
129183,69
129183,83
129183,92
129184,7
129184,40
129184,49
129184,54
129184,92
129187,6
129187,7
129187,54
129192,7
129192,16
129192,22
129192,69
129192,79
129192,83
129192,104
129194,7
129194,62
129194,70
129194,87
129235,7
129235,54
129235,61
129235,63
129235,67
129235,76
129235,99
129235,103
129236,7
129236,18
129236,20
129236,37
129236,38
129236,58
129236,61
129239,7
129239,22
129239,41
129239,43
129239,46
129239,69
129239,79
129244,7
129244,47
129244,52
129287,7
129287,15
129287,107
129287,108
129336,2
129336,7
129336,11
129336,12
129336,24
129336,31
129336,65
129337,7
129337,41
129337,43
129337,45
129337,46
129337,69
129337,90
129340,7
129340,54
129340,60
129340,93
129412,1
129412,2
129412,4
129412,7
129412,13
129412,48
129412,54
129412,61
129412,62
129414,6
129414,7
129414,54
129414,58
129414,82
129486,2
129486,7
129486,11
129486,12
129486,24
129486,48
129486,61
129555,7
129555,67
129555,72
129555,92
129556,7
129556,8
129556,9
129556,75
129556,84
129556,96
129740,4
129740,6
129740,7
129740,13
129740,40
129740,54
129740,64
129743,7
129743,51
129743,72
129744,2
129744,7
129744,66
129745,7
129745,41
129745,42
129745,43
129745,44
129745,45
129745,69
129832,1
129832,2
129832,3
129832,4
129832,7
129832,11
129832,13
129832,66
129883,2
129883,4
129883,7
129883,11
129883,12
129883,24
129883,31
129884,3
129884,4
129884,5
129884,6
129884,7
129884,48
129884,54
129887,7
129887,23
129887,101
129943,2
129943,7
129943,11
129943,12
129943,24
129943,65
129943,84
129944,1
129944,7
129944,84
129946,7
129946,34
129946,68
129946,69
129946,74
129946,81
129946,95
129948,2
129948,4
129948,7
129948,11
129948,12
129948,24
129948,37
129948,84
129949,6
129949,7
129949,48
129949,54
129949,60
129949,63
129949,103
129958,7
129958,15
129958,21
129958,32
129958,60
130112,1
130112,2
130112,7
130112,11
130112,12
130112,15
130112,24
130112,31
130112,47
130112,66
130113,1
130113,2
130113,4
130113,7
130113,11
130113,12
130113,23
130113,31
130226,2
130226,4
130226,7
130226,23
130226,67
130226,97
130226,101
130226,102
130227,7
130227,38
130227,55
130227,59
130227,73
130227,93
130227,110
130286,7
130286,52
130286,54
130286,62
130286,67
130286,69
130286,99
130287,2
130287,4
130287,7
130287,11
130287,12
130287,24
130287,31
130287,33
130295,6
130295,7
130295,60
130295,67
130309,7
130309,8
130309,60
130383,7
130383,64
130383,67
130384,7
130384,43
130384,51
130384,68
130384,69
130384,74
130384,81
130384,95
130458,6
130458,7
130458,10
130458,48
130458,54
130458,61
130458,63
130458,67
130460,7
130460,39
130460,40
130460,48
130460,54
130460,62
130460,63
130462,7
130462,41
130462,43
130462,69
130462,74
130462,85
130464,7
130464,14
130464,83
130464,92
130550,7
130550,55
130550,59
130553,7
130553,37
130553,38
130553,56
130553,58
130553,63
130553,73
130559,7
130559,48
130559,54
130607,7
130607,22
130607,25
130607,33
130607,34
130607,35
130607,47
130607,74
130608,6
130608,7
130608,48
130608,54
130608,63
130608,64
130662,7
130662,55
130662,57
130663,5
130663,7
130663,8
130663,60
130665,7
130665,17
130665,19
130665,21
130665,78
130665,85
130665,88
130691,7
130691,15
130691,28
130691,29
130691,30
130692,7
130692,41
130692,43
130692,46
130692,85
130719,7
130719,54
130719,60
130812,7
130812,21
130812,32
130812,47
130812,52
130812,82
130914,2
130914,7
130914,11
130914,12
130914,24
130914,31
130914,84
130915,7
130915,15
130915,17
130915,21
130915,26
130915,27
130915,28
130915,29
130915,71
130916,1
130916,3
130916,4
130916,5
130916,7
130916,48
130916,60
130924,7
130924,41
130924,42
130924,43
130924,44
130924,45
130924,69
130969,7
130969,19
130969,41
130969,46
130969,85
130969,86
130969,90
131216,7
131216,15
131216,32
131216,47
131216,52
131216,55
131216,77
131216,82
131216,89
131226,7
131226,22
131226,25
131226,33
131226,34
131226,83
131227,7
131227,53
131227,68
131227,69
131227,74
131227,81
131227,95
131302,1
131302,2
131302,4
131302,7
131302,11
131302,12
131302,24
131302,37
131302,56
131304,7
131304,41
131304,42
131304,44
131304,45
131330,7
131330,41
131330,42
131330,43
131330,44
131330,45
131330,69
131416,7
131416,17
131416,41
131416,42
131416,44
131416,52
131416,69
131416,85
131452,7
131452,15
131452,17
131452,19
131452,21
131529,7
131529,12
131529,66
131529,87
131529,110
131530,7
131530,42
131530,49
131530,51
131530,53
131531,7
131531,42
131531,43
131531,51
131531,69
131531,74
131531,79
131562,7
131562,15
131562,21
131562,28
131562,29
131562,30
131562,32
131562,47
131563,7
131563,25
131563,33
131563,41
131563,42
131563,43
131563,44
131563,51
131563,69
131564,7
131564,41
131564,42
131564,43
131564,45
131564,69
131564,85
131565,7
131565,40
131565,48
131565,54
131565,61
131565,62
131565,70
131565,87
131566,7
131566,14
131566,20
131566,51
131566,53
131566,69
131566,79
131566,83
131567,7
131567,16
131567,22
131567,79
131567,104
131567,105
131568,7
131568,13
131568,61
131568,87
131571,7
131571,41
131571,42
131571,43
131571,44
131571,45
131571,46
131590,7
131590,49
131590,67
131590,92
131627,2
131627,4
131627,7
131627,11
131627,12
131627,24
131627,31
131627,33
131628,1
131628,2
131628,3
131628,4
131628,7
131628,11
131628,13
131628,48
131628,54
131629,7
131629,53
131629,55
131630,7
131630,41
131630,42
131630,43
131630,44
131630,45
131630,51
131630,68
131630,69
131632,7
131632,40
131632,41
131632,42
131632,69
131632,74
131634,7
131634,68
131634,69
131685,2
131685,4
131685,7
131685,11
131685,12
131685,24
131685,83
131724,2
131724,4
131724,7
131724,11
131724,12
131724,13
131724,24
131768,7
131768,39
131768,40
131768,54
131848,7
131848,43
131848,51
131848,69
131848,79
131848,85
131848,90
131850,7
131850,14
131850,20
131850,48
131850,61
131850,62
131850,63
131920,7
131920,48
131920,54
131920,60
131920,61
131920,62
131920,64
131922,7
131922,13
131922,14
131922,20
131922,48
131922,62
131922,63
132122,2
132122,7
132122,55
132122,57
132122,59
132171,1
132171,2
132171,3
132171,4
132171,7
132171,12
132171,13
132171,48
132171,87
132252,7
132252,53
132252,64
132252,68
132252,69
132252,74
132252,81
132253,2
132253,7
132253,65
132256,7
132256,22
132256,30
132256,32
132256,35
132256,47
132256,60
132259,7
132259,41
132259,42
132259,43
132259,45
132324,7
132324,15
132324,21
132603,7
132603,14
132603,18
132603,20
132603,55
132603,57
132603,70
132603,73
132604,2
132604,7
132604,11
132604,31
132604,65
132607,7
132607,13
132607,54
132607,60
132607,63
132798,7
132798,17
132798,19
132798,78
132798,88
132857,7
132857,32
132857,37
132857,56
132857,98
132901,7
132901,8
132901,15
132901,23
132901,91
132901,97
132901,101
132901,102
132937,7
132937,41
132937,46
132987,7
132987,15
132987,21
132987,27
132987,29
132987,30
132987,102
133046,7
133046,41
133046,42
133046,44
133046,45
133046,62
133046,69
133047,2
133047,4
133047,7
133047,11
133047,12
133047,23
133047,24
133048,7
133048,21
133048,32
133048,36
133048,47
133048,77
133048,82
133115,6
133115,7
133115,48
133115,54
133115,61
133115,63
133115,64
133117,7
133117,41
133117,42
133118,2
133118,7
133118,11
133118,41
133118,43
133118,46
133118,86
133118,90
133232,7
133232,41
133232,46
133232,85
133232,86
133385,7
133385,15
133385,21
133385,30
133385,31
133385,32
133385,47
133385,89
133443,1
133443,2
133443,4
133443,7
133443,11
133443,12
133443,13
133443,54
133443,62
133444,7
133444,21
133444,23
133444,31
133444,88
133444,101
133499,7
133499,22
133499,25
133499,32
133499,47
133499,68
133499,74
133499,89
133500,7
133500,35
133500,40
133500,87
133500,109
133501,7
133501,15
133501,60
133503,7
133503,55
133503,57
133519,7
133519,68
133519,95
133617,7
133617,54
133617,69
133618,2
133618,4
133618,7
133618,11
133618,12
133618,13
133618,66
133619,7
133619,41
133619,43
133621,7
133621,41
133621,46
133745,7
133745,33
133745,72
133748,7
133748,55
133748,57
133748,59
133748,73
133751,7
133751,17
133751,41
133751,42
133751,44
133751,45
133751,69
133751,85
133755,7
133755,22
133755,41
133755,46
133755,85
133755,86
133755,89
133757,7
133757,51
133757,92
133858,7
133858,51
133858,92
133860,7
133860,68
133860,69
133860,74
133860,81
133860,95
134003,1
134003,3
134003,4
134003,7
134003,13
134003,48
134003,99
134168,7
134168,25
134168,32
134168,47
134168,52
134168,82
134168,89
134169,2
134169,4
134169,7
134169,11
134169,12
134169,24
134169,65
134170,5
134170,7
134170,48
134170,54
134170,61
134170,62
134170,63
134173,7
134173,17
134173,19
134173,78
134173,88
134173,99
134175,7
134175,22
134175,25
134175,31
134175,32
134175,33
134175,89
134176,7
134176,10
134176,54
134176,61
134178,7
134178,47
134178,81
134274,1
134274,2
134274,3
134274,4
134274,6
134274,7
134274,8
134274,13
134274,54
134274,96
134275,7
134275,10
134275,67
134275,110
134277,7
134277,14
134277,20
134277,39
134277,48
134277,62
134277,63
134451,1
134451,2
134451,4
134451,7
134451,11
134451,12
134451,24
134451,66
134556,1
134556,3
134556,5
134556,7
134556,48
134623,7
134623,12
134623,25
134623,33
134623,69
134623,74
134623,95
134625,7
134625,22
134625,25
134625,33
134625,74
134626,7
134626,41
134626,46
134626,85
134626,86
134627,7
134627,15
134627,30
134627,31
134627,60
134729,7
134729,17
134729,19
134789,2
134789,7
134789,11
134789,12
134789,23
134789,24
134789,66
134790,7
134790,51
134790,83
134803,7
134803,17
134803,19
134803,78
134803,88
135107,7
135107,32
135107,47
135107,52
135107,82
135108,7
135108,8
135108,60
135189,7
135189,22
135189,25
135189,33
135189,34
135189,35
135189,36
135191,7
135191,22
135191,25
135191,32
135191,33
135191,34
135191,35
135192,7
135192,30
135192,41
135192,43
135192,45
135192,86
135192,90
135378,7
135378,15
135378,19
135378,21
135378,32
135378,47
135378,77
135378,88
135409,2
135409,7
135409,11
135409,12
135409,24
135409,65
135409,68
135409,89
135475,1
135475,2
135475,3
135475,4
135475,5
135475,6
135475,7
135475,13
135475,54
135475,67
135523,7
135523,14
135523,41
135523,42
135523,43
135523,51
135523,68
135523,69
135523,74
135523,81
135524,7
135524,25
135524,52
135524,55
135524,69
135524,74
135531,7
135531,17
135531,89
135600,7
135600,41
135600,43
135600,46
135600,85
135600,86
135601,7
135601,41
135601,42
135601,43
135601,44
135601,45
135601,69
135602,7
135602,48
135602,54
135602,61
135602,62
135602,63
135602,103
135603,7
135603,55
135603,59
135604,7
135604,41
135604,42
135604,44
135604,45
135604,62
135604,69
135607,7
135607,17
135607,19
135607,21
135607,56
135607,78
135607,88
135613,7
135613,54
135613,60
135615,7
135615,55
135615,57
135691,7
135691,51
135691,67
135691,69
135691,72
135691,79
135691,83
135691,91
135692,7
135692,41
135692,43
135692,51
135692,67
135692,69
135692,79
135692,83
135692,90
135693,7
135693,23
135693,54
135693,91
135693,97
135693,101
135693,102
135694,2
135694,7
135694,12
135694,13
135694,24
135694,48
135694,54
135694,61
135699,7
135699,41
135699,42
135699,43
135699,45
135699,68
135699,69
135699,74
135754,7
135754,35
135754,54
135755,7
135755,40
135755,48
135755,54
135755,61
135755,62
135755,63
135758,7
135758,35
135758,51
135758,53
135809,7
135809,16
135809,22
135809,25
135809,33
135809,35
135809,104
135809,105
135810,5
135810,7
135810,54
135810,91
135810,92
135810,99
135811,6
135811,7
135811,54
135811,63
135811,64
135811,73
135813,7
135813,33
135813,35
135813,43
135813,51
135813,68
135813,69
135813,74
135813,79
135814,7
135814,10
135814,26
135814,28
135814,93
135874,7
135874,41
135874,42
135874,44
135874,45
135874,69
135874,81
135875,7
135875,54
135875,63
135876,2
135876,7
135876,31
135919,7
135919,54
135919,62
135919,63
135919,67
135919,91
135919,99
135919,102
135920,7
135920,48
135920,54
135920,61
135920,62
135920,63
135920,64
135921,7
135921,53
135921,68
135921,74
135921,81
135989,7
135989,39
135989,48
135989,54
135989,61
135989,62
135989,63
135990,7
135990,40
135990,48
135990,53
135990,54
135990,61
135990,63
135991,6
135991,7
135991,50
135991,63
135991,87
135992,7
135992,8
135992,9
135992,10
136063,7
136063,41
136063,45
136063,51
136063,67
136063,69
136063,79
136063,83
136063,90
136064,7
136064,22
136064,25
136064,33
136064,34
136064,36
136064,92
136066,7
136066,33
136066,34
136066,35
136067,6
136067,7
136067,54
136067,61
136067,73
136068,7
136068,64
136068,68
136068,69
136068,74
136068,81
136068,95
136072,7
136072,51
136072,69
136073,7
136073,55
136073,61
136146,7
136146,51
136146,53
136146,54
136146,69
136146,74
136146,79
136146,83
136148,7
136148,22
136148,33
136148,34
136148,35
136148,36
136148,104
136149,7
136149,55
136149,57
136149,58
136149,59
136149,73
136214,7
136214,15
136214,19
136214,21
136214,31
136214,88
136214,89
136254,3
136254,5
136254,7
136254,13
136254,48
136254,54
136254,61
136255,7
136255,41
136255,43
136255,45
136255,69
136255,74
136285,2
136285,7
136285,8
136285,9
136285,11
136285,12
136285,24
136285,84
136286,7
136286,15
136286,21
136286,27
136286,28
136286,29
136286,88
136315,7
136315,23
136315,91
136315,92
136315,101
136315,102
136444,2
136444,7
136444,11
136444,12
136444,24
136444,31
136444,66
136525,1
136525,4
136525,7
136525,13
136602,7
136602,26
136602,27
136602,28
136602,73
136602,79
136877,7
136877,21
136877,47
136878,7
136878,41
136878,42
136878,43
136878,45
136957,7
136957,54
136957,60
136959,2
136959,7
136959,11
136959,12
136959,24
136959,84
136963,7
136963,48
136963,54
136963,62
137064,7
137064,41
137064,42
137064,43
137064,44
137064,69
137064,86
137275,7
137275,17
137275,19
137275,77
137275,78
137275,88
137329,2
137329,7
137329,23
137329,62
137329,97
137329,101
137329,102
137333,7
137333,68
137333,74
137333,81
137333,95
137486,2
137486,4
137486,7
137486,11
137486,12
137486,31
137486,47
137486,66
137486,87
137487,7
137487,19
137487,41
137487,42
137487,46
137487,69
137487,85
137488,7
137488,21
137488,22
137488,25
137488,32
137488,33
137488,89
137490,7
137490,68
137490,74
137490,81
137490,95
137491,7
137491,52
137491,55
137491,60
137498,7
137498,16
137498,22
137498,104
137498,105
137631,7
137631,17
137631,76
137631,77
137631,78
137734,7
137734,39
137734,60
137734,61
137734,62
137734,67
137777,2
137777,7
137777,11
137777,12
137777,24
137777,31
137860,2
137860,7
137860,11
137860,12
137860,23
137860,97
137860,101
137861,5
137861,7
137861,48
137861,54
137861,61
137861,63
137861,103
137865,7
137865,38
137865,55
137865,56
137865,57
137865,58
137865,59
137949,7
137949,8
137949,35
137949,60
137950,7
137950,41
137950,42
137950,43
137950,45
137950,69
137950,79
137953,7
137953,22
137953,25
137953,43
137953,68
137953,69
137953,74
137958,7
137958,41
137958,42
138044,7
138044,41
138044,42
138044,43
138044,44
138044,45
138044,65
138048,7
138048,62
138108,2
138108,7
138108,11
138108,12
138108,23
138108,88
138108,101
138157,7
138157,15
138157,17
138157,19
138157,21
138157,77
138157,78
138157,88
138197,7
138197,41
138197,43
138197,80
138197,85
138381,7
138381,26
138381,28
138381,37
138381,55
138381,56
138381,58
138381,59
138381,73
138534,7
138534,39
138534,40
138534,48
138534,54
138534,61
138534,72
138572,7
138572,19
138572,21
138572,52
138572,66
138572,69
138572,87
138573,7
138573,15
138573,21
138573,26
138573,27
138573,28
138573,29
138621,7
138621,41
138621,42
138621,44
138621,45
138621,69
138665,7
138665,15
138665,32
138665,41
138665,43
138665,47
138665,51
138665,55
138665,69
138665,79
138665,82
138666,1
138666,2
138666,4
138666,7
138666,11
138666,12
138666,13
138666,84
138771,7
138771,32
138771,37
138771,38
138771,47
138771,56
138771,82
138771,98
138772,2
138772,7
138772,11
138772,12
138772,24
138772,65
138772,84
138773,7
138773,22
138773,25
138773,33
138773,47
138773,68
138773,74
138773,81
138773,95
138774,7
138774,41
138774,42
138774,43
138774,44
138774,45
138774,69
139003,5
139003,7
139003,48
139003,54
139003,67
139003,91
139003,99
139003,103
139042,7
139042,42
139042,68
139042,69
139042,74
139042,81
139042,92
139134,7
139134,25
139134,33
139134,34
139134,35
139134,47
139134,52
139134,82
139135,7
139135,15
139135,60
139135,93
139212,7
139212,15
139212,17
139212,19
139212,21
139212,32
139212,47
139212,78
139212,88
139293,7
139293,41
139293,42
139293,43
139293,44
139293,45
139293,51
139293,69
139294,7
139294,51
139294,52
139295,7
139295,67
139295,91
139295,99
139295,103
139297,7
139297,23
139297,84
139297,97
139297,101
139297,102
139375,7
139375,15
139375,19
139375,21
139375,28
139375,29
139375,30
139419,7
139419,33
139419,35
139419,36
139419,68
139419,74
139419,81
139419,95
139420,7
139420,28
139420,37
139420,55
139420,56
139420,57
139420,59
139420,98
139453,7
139453,15
139453,21
139453,32
139453,47
139453,52
139453,82
139453,89
139486,5
139486,7
139486,37
139486,48
139486,54
139486,56
139486,61
139486,69
139575,2
139575,7
139575,11
139575,12
139575,24
139575,31
139575,65
139576,7
139576,15
139576,30
139576,93
139578,7
139578,15
139578,21
139578,22
139578,30
139578,32
139578,89
139638,7
139638,41
139638,42
139638,43
139638,51
139638,69
139638,85
139638,106
139639,7
139639,54
139639,61
139778,2
139778,7
139778,11
139778,12
139778,24
139778,30
139778,31
139883,7
139883,68
139883,74
139924,7
139924,15
139924,30
139924,60
139977,7
139977,33
139977,51
139977,79
139977,83
139978,7
139978,41
139978,42
139978,43
139978,44
139978,45
139978,69
139982,7
139982,15
139982,21
139982,30
139982,31
139982,32
140122,7
140122,22
140122,47
140198,7
140198,28
140198,37
140198,38
140198,56
140198,82
140198,98
140199,7
140199,17
140199,80
140241,2
140241,4
140241,7
140241,11
140241,12
140241,13
140241,66
140241,87
140285,7
140285,15
140285,60
140376,7
140376,48
140376,62
140376,91
140376,101
140376,102
140377,7
140377,15
140377,88
140412,7
140412,15
140412,21
140412,30
140412,31
140412,32
140413,7
140413,15
140413,22
140413,30
140413,36
140413,93
140554,7
140554,32
140554,47
140608,2
140608,7
140608,11
140608,12
140608,24
140608,33
140608,34
140608,52
140609,7
140609,41
140609,42
140609,46
140609,69
140609,85
140609,106
140610,2
140610,4
140610,7
140610,11
140610,12
140610,23
140610,101
140648,7
140648,41
140648,42
140648,43
140648,51
140648,53
140648,69
140648,79
140715,7
140715,17
140715,42
140715,69
140718,7
140718,41
140718,42
140718,43
140718,44
140718,45
140718,69
140983,7
140983,52
140983,54
141046,7
141046,15
141046,21
141046,26
141046,27
141046,60
141093,7
141093,54
141093,76
141094,7
141094,48
141094,54
141094,61
141094,62
141095,7
141095,60
141095,68
141095,74
141095,81
141095,95
141167,7
141167,15
141167,21
141167,23
141167,29
141167,91
141167,102
141295,7
141295,14
141295,15
141295,18
141295,20
141295,21
141295,26
141295,28
141295,71
141393,7
141393,52
141393,55
141393,57
141393,73
141393,82
141395,2
141395,7
141395,11
141395,12
141395,13
141395,24
141395,84
141396,7
141396,41
141396,43
141396,45
141396,69
141396,74
141398,7
141398,41
141398,43
141398,69
141400,7
141400,15
141400,107
141402,7
141402,41
141402,43
141402,46
141402,69
141402,85
141548,7
141548,15
141548,21
141548,22
141548,30
141548,32
141548,47
141548,89
141552,4
141552,7
141552,66
141552,87
141576,7
141576,53
141576,68
141576,69
141576,74
141576,81
141576,95
141654,7
141654,15
141654,21
141654,30
141654,31
141654,60
141716,1
141716,7
141716,48
141716,75
141717,7
141717,14
141717,110
141718,7
141718,41
141718,42
141718,43
141718,44
141718,45
141718,69
141814,7
141814,31
141814,41
141814,43
141814,46
141814,85
141814,86
141870,7
141870,19
141870,39
141870,48
141870,54
141870,61
141870,99
141915,7
141915,54
141915,71
141915,94
141916,7
141916,41
141916,42
141917,7
141917,41
141917,42
141917,43
141917,44
141917,45
141917,69
141978,3
141978,5
141978,7
141978,8
141978,10
141978,54
141978,67
141978,75
141978,96
142029,7
142029,17
142029,19
142029,67
142029,76
142029,77
142029,78
142029,88
142030,7
142030,41
142030,43
142030,51
142030,53
142030,69
142030,79
142030,83
142032,2
142032,7
142032,11
142032,43
142032,53
142032,69
142032,74
142033,7
142033,62
142033,68
142033,69
142033,74
142033,81
142033,99
142243,7
142243,33
142243,51
142243,53
142243,54
142243,63
142243,64
142243,67
142243,68
142243,69
142243,79
142244,7
142244,67
142244,107
142244,108
142245,6
142245,7
142245,48
142245,54
142245,61
142245,63
142245,64
142247,7
142247,53
142247,54
142247,72
142247,79
142248,6
142248,7
142248,54
142248,63
142248,64
142259,7
142259,57
142259,87
142262,7
142262,41
142262,69
142400,7
142400,14
142400,20
142400,26
142400,28
142400,37
142400,38
142400,56
142400,67
142400,98
142401,7
142401,49
142401,67
142401,92
142401,99
142402,2
142402,7
142402,11
142433,1
142433,2
142433,3
142433,4
142433,7
142433,12
142433,13
142433,24
142434,7
142434,9
142434,55
142488,7
142488,17
142488,92
142489,7
142489,67
142489,76
142489,78
142548,7
142548,55
142548,59
142548,61
142548,67
142549,7
142549,49
142549,51
142549,67
142549,72
142549,83
142549,92
142549,99
142551,7
142551,47
142551,95
142616,7
142616,15
142616,16
142616,21
142616,22
142616,32
142616,104
142616,105
142617,2
142617,7
142617,12
142617,22
142617,25
142617,31
142617,33
142617,34
142618,2
142618,7
142618,11
142618,12
142618,13
142618,24
142618,51
142618,83
142619,7
142619,22
142619,33
142619,34
142619,35
142619,36
142619,51
142619,68
142619,79
142623,6
142623,7
142623,48
142623,54
142623,61
142623,62
142623,63
142628,7
142628,68
142628,74
142628,81
142630,7
142630,22
142630,30
142630,32
142630,47
142732,7
142732,41
142732,42
142732,43
142732,44
142732,45
142732,51
142732,69
142733,7
142733,48
142733,54
142733,61
142733,62
142733,63
142733,67
142733,99
142734,1
142734,7
142734,40
142734,54
142734,61
142734,67
142734,91
142734,92
142734,99
142735,7
142735,55
142735,57
142735,76
142735,78
142736,1
142736,3
142736,4
142736,5
142736,7
142736,13
142736,48
142737,7
142737,15
142737,22
142737,30
142737,32
142737,33
142737,34
142737,36
142737,47
142738,7
142738,33
142738,35
142738,62
142739,6
142739,7
142739,26
142739,55
142739,59
142739,71
142739,73
142739,94
142740,7
142740,17
142740,19
142740,69
142740,88
142741,7
142741,51
142741,53
142741,54
142741,55
142741,61
142741,62
142741,63
142741,64
142742,7
142742,54
142742,60
142745,7
142745,40
142745,42
142745,54
142745,61
142745,62
142745,92
142746,7
142746,41
142746,42
142746,43
142746,44
142746,45
142746,51
142746,69
142747,7
142747,55
142747,57
142747,59
142749,7
142749,51
142749,64
142749,69
142751,7
142751,41
142751,42
142751,43
142751,45
142751,69
142751,74
142752,7
142752,51
142752,74
142753,3
142753,7
142753,54
142753,60
142891,7
142891,49
142891,50
142891,55
142891,57
142891,59
142891,67
142891,73
142892,4
142892,7
142892,39
142892,40
142892,70
142892,87
142892,110
142893,7
142893,68
142893,74
142893,81
142894,7
142894,41
142894,42
142894,43
142894,44
142894,45
142894,69
142895,7
142895,48
142895,54
142895,61
142895,62
142895,63
142895,110
142896,5
142896,6
142896,7
142896,39
142896,40
142896,54
142896,72
142898,7
142898,43
142898,68
142898,69
142898,74
142898,81
142898,95
142900,2
142900,4
142900,7
142900,11
142900,12
142900,24
142900,84
142985,7
142985,8
142985,23
142985,84
142985,96
142985,97
142985,101
142986,7
142986,14
142986,69
142986,92
142987,1
142987,3
142987,5
142987,6
142987,7
142987,37
142987,38
142987,54
142987,55
142987,98
142988,7
142988,26
142988,37
142988,38
142988,55
142988,57
142988,58
142988,61
142988,67
142988,73
143064,6
143064,7
143064,51
143064,64
143064,72
143064,79
143064,83
143065,5
143065,6
143065,7
143065,13
143065,48
143065,54
143065,61
143066,7
143066,54
143066,93
143066,110
143067,6
143067,7
143067,37
143067,38
143067,56
143067,82
143067,98
143069,3
143069,4
143069,5
143069,6
143069,7
143069,54
143069,72
143127,7
143127,49
143127,55
143128,7
143128,21
143128,47
143128,77
143128,107
143129,7
143129,8
143129,9
143130,7
143130,48
143130,54
143130,61
143130,62
143130,63
143130,64
143131,7
143131,15
143131,28
143131,30
143182,7
143182,48
143182,54
143182,61
143182,62
143183,6
143183,7
143183,54
143183,64
143183,69
143183,72
143183,99
143235,7
143235,52
143235,55
143235,57
143235,58
143235,59
143235,82
143236,7
143236,8
143236,9
143236,10
143238,2
143238,4
143238,7
143238,11
143238,12
143238,13
143238,24
143327,1
143327,2
143327,7
143327,13
143327,40
143327,48
143327,54
143327,66
143327,70
143327,87
143331,7
143331,14
143331,48
143334,7
143334,48
143334,51
143334,61
143334,62
143337,7
143337,54
143337,61
143449,7
143449,39
143449,40
143449,48
143449,54
143449,61
143449,70
143548,7
143548,41
143548,42
143548,45
143548,68
143548,74
143548,81
143548,95
143598,7
143598,51
143598,54
143598,64
143598,68
143598,69
143598,74
143598,81
