Acteur,noteMoy
Kostyukov Ilya,0.7557142857142857
Ames Brian,0.7555555555555556
von Rotsburg Natalie,0.7555555555555555
Nazuka Kaori,0.7555319148936169
Egerton Tamsin,0.7554545454545455
 Katsuya,0.7553333333333333
Hittinger Chuck,0.755
Kanno Misuzu,0.755
Farr Diane,0.7549999999999999
Wingate Josh,0.7549999999999999
Tsutsui Mariko,0.7546875
Vogel Jürgen,0.7546153846153847
Walda Dorothea,0.7544444444444445
Lakshmanan Chitra,0.754375
Pierrot Frédéric,0.7543333333333333
Bello Gregg,0.7542857142857143
Cox Nathalie,0.7542857142857142
Gittins Sam,0.7542857142857142
Curtil Emmanuel,0.7542857142857142
Eno Brian,0.75375
Fuji Sumiko,0.7537499999999999
Inoue Marina,0.7536585365853659
Takal Sophia,0.7535294117647059
Perreault Rose-Marie,0.7533333333333334
Griffo Jack,0.7533333333333333
Solder Simonetta,0.7533333333333333
Shaurya Naga,0.7533333333333333
Solimeno Cristian,0.7533333333333333
Fortune Brian,0.7533333333333333
Kaye David,0.753076923076923
Blanco Carlos,0.753
Laskowski John,0.7528571428571428
Holma Antti,0.7528571428571428
Clash Kevin,0.7528571428571428
Evans Shaun,0.7528571428571428
Sumpter Jeremy,0.7527272727272728
Pandey Sudhanshu,0.7527272727272727
Down Lesley-Anne,0.7525
Konopka Andrzej,0.7523529411764706
Krausz Elana,0.7522222222222221
Beler Jacek,0.752
Shimerman Armin,0.7518181818181818
Brandt Betsy,0.7516666666666666
Orr Karina,0.7514285714285714
Prabhakar Charan,0.7514285714285714
Çelik Ozan,0.7514285714285714
Fiorillo Antonio,0.7514285714285714
Schiavo Grazia,0.7514285714285714
Webb Robert,0.7514285714285714
Skavlan Jenny,0.7514285714285714
Bisset Jacqueline,0.7513333333333333
Beinbrink Will,0.7511111111111111
Wopat Tom,0.7511111111111111
Vaporidis Nicolas,0.7511111111111111
Weber Stanley,0.7508333333333334
Lucock Mike,0.7508333333333334
 Vadivelu,0.7507692307692307
Richings Julian,0.7503846153846154
Miguel Leon,0.75
Crawford Joanne,0.75
Grand'Henry Philippe,0.75
Brandhoff Ulrich,0.75
Bundschuh Joseph,0.75
Zeru Tao,0.75
Jiadong Xing,0.75
Cantone Mario,0.75
Kikuchi Mika,0.75
Buechner Genevieve,0.75
Allen Perry Scott,0.75
Kanischtscheff Waléra,0.75
Shimazu Kentarō,0.7496428571428572
Hendrix Rachel,0.7491666666666666
Maitra Sauraseni,0.749
Gyo-jin In,0.749
Mathew Megha,0.7488888888888889
Nilson Ingrid,0.7488888888888889
von Pfetten Stefanie,0.7488888888888889
Howard Clint,0.7486206896551725
Francis Harrington Cheryl,0.7485714285714286
Fusco Cosimo,0.7485714285714286
Testi Fabio,0.7485714285714286
Hartwig Reese,0.7485714285714286
Suchet David,0.7484615384615385
Paul Erickson Eric,0.7483333333333334
 Subbalakshmi,0.7478947368421053
Davis Rebecca,0.7477777777777779
V Mister,0.7477777777777778
Reyes Arnold,0.7473333333333334
Liu Jasper,0.7471428571428572
Christiaens Annick,0.7471428571428572
Cuntapay Lilia,0.7471428571428572
Ooms Amanda,0.7471428571428572
Larios Iazua,0.7471428571428571
Scheuritzel Sammy,0.7471428571428571
Ratheesh Padmaraj,0.7466666666666667
Dunbar Adrian,0.7466666666666667
Witt Alicia,0.7466666666666667
Taylor Robert,0.7463636363636365
Dazi Slimane,0.7462962962962962
Ichimichi Mao,0.746268656716418
Howard John,0.7462500000000001
Morisaki Win,0.746
Moreira Anabela,0.746
Jae-wook Kim,0.746
Mori Nanako,0.7459999999999999
Solarino Valeria,0.7457894736842106
Coates Sara,0.7457142857142857
Alkış Bülent,0.7455555555555555
Ericson Eric,0.7452941176470588
Mukherji Srijit,0.745
 Bhavana,0.745
N. Simha Vasishta,0.7449999999999999
Maya Stormi,0.7445454545454545
Wallace Barbara,0.7445454545454545
Machida Keita,0.7445454545454545
Taylor Courtenay,0.7444444444444444
Thatcher Margaret,0.7444444444444444
Kamil Ridwan,0.7442857142857143
Hoon Sung,0.7442857142857143
Yiannopoulos Milo,0.7442857142857141
Saayed Firas,0.7442857142857141
Mewes Jason,0.74425
Ullerup Emilie,0.7442307692307693
Yi Lu,0.7441666666666666
Montoute Édouard,0.7436363636363637
Yam Simon,0.7434042553191489
Manabat Xyriel,0.7433333333333334
Ricketts Chelsea,0.7433333333333333
DeBerry Alexandria,0.7431578947368421
Qian Wan,0.743
Kudrenko Georgiy,0.743
Hübner Charly,0.7429166666666666
Gopal Aneesh,0.7428571428571429
Jeong-do Heo,0.7428571428571429
Montenegro Fernanda,0.7426086956521738
Brănescu Mimi,0.7424999999999999
Becerril Fernando,0.7421052631578948
Lau Carina,0.7416666666666667
Dikinciler Yetkin,0.7414285714285714
Abma Cynthia,0.7414285714285713
Benyu Zhang,0.7414285714285713
Tabakov Oleg,0.7414285714285713
Coxon Graham,0.74125
Ragonese Isabella,0.7411764705882353
Cassetti Stefano,0.741
Stres Mongol,0.7407142857142858
Zulueta Dawn,0.74
Copp Oscar,0.74
Helstad Benjamin,0.74
Wilson Garfield,0.74
Babak Alina,0.74
Gunn Tim,0.74
Kinski Nikolai,0.74
Jen Richie,0.74
Thune Nick,0.74
de Hoog Robert,0.7399999999999999
Schmid Kyle,0.7399999999999999
Capaldi Gianni,0.739375
Werner Ursula,0.7392307692307691
Roessler Luke,0.7390909090909091
Sakaguchi Kentaro,0.739
So Cecilia,0.7385714285714285
Japy Joséphine,0.7385714285714285
Ambrose Lauren,0.7385714285714285
Gladys Maria,0.7385714285714285
Pelissier Jules,0.7385714285714285
Huntington Tod,0.7383333333333333
Grinszpan Paula,0.7383333333333333
Grass Vincent,0.7376923076923076
Lee Ralph Sheryl,0.7375
Ward Bill,0.7375
Faraci Samuel,0.7372727272727272
Scheer Alexander,0.7372
Drea Gavin,0.7371428571428572
McBeath Tom,0.7371428571428572
Klein Joey,0.7371428571428572
Holland Matt,0.7371428571428572
Cassini John,0.7370588235294118
Marcorè Neri,0.7363157894736843
Rae Paul,0.7361538461538462
Matsuda Miyuki,0.7361111111111112
F. Tompkins Paul,0.7361111111111112
Zinner Stephan,0.736
Wade Sydney,0.736
Cadieux Sophie,0.7358333333333333
Teng Shen,0.7357142857142858
McGillis Kelly,0.7357142857142858
Roessler Lina,0.7357142857142858
El Refai Nour,0.7357142857142858
Gelner Bartosz,0.7357142857142857
Koyama Tsuyoshi,0.7353846153846154
Gupta Rajendra,0.7353333333333334
Rubini Sergio,0.7352631578947368
Øgendahl Mick,0.735
Varsha Gayathri,0.7347368421052632
Fleiss Noah,0.7344444444444445
Teber Mine,0.7342857142857143
Guoli Zhang,0.7342857142857143
Palacios Germán,0.7342857142857142
Fujiwara Tatsuya,0.7340740740740741
Noy Menashe,0.734
Garzón Gustavo,0.734
Knepper Robert,0.734
Tekin Gülhan,0.7336363636363636
Cullen Bressack James,0.7335714285714285
Karnad Girish,0.7335714285714285
Dobrygin Grigoriy,0.7333333333333334
Williams Zelda,0.7333333333333334
Kuroda Takaya,0.7333333333333333
Le Breton Julie,0.733
Ishihara Kaori,0.733
Imura Hidetoshi,0.733
Margulies Julianna,0.732857142857143
Burke John,0.732857142857143
Shahab Umay,0.7328571428571429
Higginson Peter,0.7328571428571429
Otaola Lander,0.7328571428571429
Boussandel Nader,0.7327272727272728
La Anthony La,0.7327272727272726
Mauff Max,0.7322222222222222
Torres Harold,0.7318181818181819
Ahluwalia Jassa,0.7316666666666666
Brom Frederik,0.7314285714285714
You Zhang,0.7314285714285714
Johnson Tyler,0.7313333333333334
Tasse Tom,0.7311111111111112
Zembrod Tom,0.7309090909090908
Minogue Kylie,0.7309090909090908
Hennesy Carolyn,0.7309090909090908
Quattrocchi Aurora,0.7308333333333333
Dou Shawn,0.7306666666666667
Sato Kanichiro,0.7300000000000001
McPhee Katharine,0.73
Thompson Jack,0.73
Brassington Christian,0.73
Deutsch Lorànt,0.73
Feit Luc,0.73
Boraine Nick,0.73
Basheer Reena,0.7292857142857143
Kebekus Carolin,0.729090909090909
Besnehard Dominique,0.7290000000000001
Talwar Suman,0.7289583333333334
Rolston Mark,0.7288888888888888
Gomez Hunter,0.72875
Butler Geezer,0.72875
Owen Roberts Sean,0.7283333333333334
Núñez Osmar,0.728
Russo James,0.7279166666666667
Taira Yuna,0.7278947368421053
Jia Song,0.7277272727272728
McDowell Malcolm,0.7276470588235294
Mullan Ross,0.7275
Sta. Maria Jodi,0.7271428571428571
Barnes Ben,0.7271428571428571
Włosok Tomasz,0.727
Roberts Kim,0.7266666666666667
Buencamino Nonie,0.7266666666666667
Depardieu Julie,0.7266666666666666
S. Dutton Charles,0.7263636363636364
Prasad Ahuti,0.72625
Kozlovsky Danila,0.7261904761904762
Moore Jackie,0.726
d'Abo Olivia,0.7258333333333334
Akizuki Mika,0.7258333333333334
Imperioli Michael,0.7257142857142858
Margold William,0.7257142857142858
Ando Sakura,0.7257142857142856
 Lal,0.7256862745098038
Bentalha Malik,0.7253846153846154
Nadagi Takeshi,0.7253846153846154
 Anitta,0.725
Canales Yolie,0.725
Hardley Barak,0.725
Paraiso Paolo,0.725
Demolon Pascal,0.7245
Lord Jasmin,0.7244444444444444
Roberts Doris,0.7244444444444444
Musthafa Muhammad,0.7242857142857143
Malhotra Vishal,0.7242857142857143
Hadlow Mark,0.7242857142857143
Münchow Ben,0.7241666666666666
Davi Robert,0.7234999999999999
Carter Ciarra,0.7233333333333333
Bagatsing RK,0.7233333333333333
Riley Tom,0.7233333333333333
Lucas Laurent,0.7232142857142857
Yi Zhang,0.7232
Daugherty Brant,0.7230000000000001
Kalyan Thara,0.722857142857143
Plaksina Elena,0.722857142857143
Hee-jung Kim,0.7227777777777779
Trump Donald,0.7226373626373627
Posener Nicola,0.7221428571428571
Pagcaliwagan Sarah,0.7220000000000001
Camilo Gero,0.7220000000000001
Benyaer Michael,0.7218181818181818
Henriksen Bjarne,0.7217647058823529
Baggett Bart,0.7216666666666667
Amirsoleimani Sepand,0.7216666666666667
Yuan Eugenia,0.7216666666666667
De Cicco Rosaria,0.7214285714285714
Gonzaga Toni,0.7214285714285714
Caven Ingrid,0.7212500000000001
Cleiren Robbie,0.72125
Shu-Hao Chang Bryan,0.7210000000000001
Murakami Jun,0.7208695652173912
Sarma Balaji,0.7208
Astin Sean,0.7205882352941176
Viitala Pihla,0.7205882352941176
Harnois Elisabeth,0.72
Phythian Zara,0.72
Sau Shek,0.72
Martín Miriam,0.72
Klein Robert,0.72
Boxleitner Bruce,0.72
Sometani Shota,0.72
Hamada Gaku,0.7193939393939394
Morris Heather,0.7192307692307693
Ferrigno Lou,0.7190476190476192
Bingenheimer Rodney,0.719
Birchmore Tate,0.7188888888888889
Joseph Jarod,0.7188888888888889
Minemura Rie,0.71875
Weber Sebastian,0.7185714285714285
Sharif Khan Shan,0.7185714285714285
Emil Pollack Uriel,0.7183333333333333
Keeso Jared,0.7177777777777778
Steiger Alexandre,0.7177777777777777
Toyama Nao,0.7175409836065574
Bragg Billy,0.7175
Klebba Martin,0.7175
Kumar Prem,0.7171428571428572
Çalışkanoğlu Sinan,0.7171428571428571
 Candil,0.7171428571428571
Bertram Laura,0.7171428571428571
Bevilacqua Michele,0.7171428571428571
Savini Tom,0.7170588235294117
Briddell Jon,0.717
Kamiji Yusuke,0.717
Soley Jacob,0.7166666666666668
Morris Kyle,0.7166666666666668
Kelly Dunn Trieste,0.7163636363636363
Flynn Michael,0.7163636363636363
Honda Miyu,0.71625
Wilke Möhring Wotan,0.7160975609756097
Valderrama Wilmer,0.716
David Larry,0.716
Schöneberger Barbara,0.7157142857142856
Matthes Livia,0.7157142857142856
Richardson Sy,0.7157142857142856
Stewart Malcolm,0.7154999999999999
Sengen Yoshiko,0.7152
Urabe Fusako,0.7150000000000001
Kičić Gordan,0.7150000000000001
Malto Sean,0.7150000000000001
Brooks Alison,0.715
Kheyrandish Gohar,0.715
Werner Axel,0.715
Mitte RJ,0.7145454545454546
O'Brien Paul,0.7142857142857143
Gałązka Paulina,0.714
Aug Polina,0.71375
Zagorsky Kyra,0.71375
Ebisu Yoshikazu,0.71375
Ono Yuki,0.7136111111111111
Hudson Ernie,0.7133333333333334
Kane Kevin,0.7133333333333333
Van Peebles Mandela,0.7133333333333333
Santana Carlos,0.713125
Moore Karynn,0.7128571428571429
Green Janet-Laine,0.7128571428571429
Ian Scott,0.7127272727272728
Ahmarani Paul,0.7126666666666667
Nascimento Francisco,0.7125
Perez Mario,0.7122222222222222
El Sebai Nahed,0.7122222222222222
Ulmen Christian,0.7121428571428571
Al Joundi Darina,0.712
Williams Dewshane,0.712
Koterski Michał,0.7114285714285714
Debbouze Jamel,0.7114285714285714
Smirnov Andrey,0.7112499999999999
Zuaa Isabél,0.7112499999999999
Elouahabi Nabil,0.7111111111111111
Yano Masato,0.7107692307692308
Ok-suk Song,0.7106666666666667
Hurstel Agnès,0.7100000000000001
Pezerat Stéphane,0.7100000000000001
Fitzgerald Micah,0.7100000000000001
Brady Shane,0.7100000000000001
Mane Tyler,0.7100000000000001
Kamieński Jakub,0.7100000000000001
Saddler Kris,0.71
Aneke Emy,0.71
Bouab Younes,0.71
Stankoglou Yannis,0.71
Mafham Dominic,0.71
Seon Yu,0.7094117647058824
Gerard Funk Nolan,0.7091666666666666
Ashley Murphy Taylor,0.7088888888888889
Keezhattoor Santhosh,0.7088
Bateman Nick,0.7087500000000001
Donahue Phil,0.70875
 Seungri,0.70875
Hee-kyung Moon,0.7086666666666667
Jingchu Zhang,0.7086666666666666
B. Jackson Harvey,0.7085714285714285
Balducci Lorenzo,0.7085714285714284
Allen White Jeremy,0.7083333333333334
Tamagawa Sakiko,0.708
Larin Kamil,0.708
Ild Rohweder Adam,0.7078571428571429
Fitoussi Grégory,0.7078571428571429
Fellner Rosie,0.7077777777777778
Brandt Carlo,0.7077272727272728
Hammond Richard,0.7073684210526315
Grandinetti Darío,0.7073333333333333
Shankar Shakalaka,0.7072413793103448
Al Fishawy Farouq,0.7071428571428572
Porto Lidia,0.7071428571428571
Venuta Gianpaolo,0.7071428571428571
Jones Kent,0.7070000000000001
Berkel Christian,0.7069230769230769
 Will.i.am,0.7066666666666667
Begley Jr. Ed,0.7066666666666667
LaMura Mark,0.7066666666666667
 Ilavarasu,0.7064150943396226
McKee Gina,0.7063636363636363
Tú Thanh,0.70625
Bervoets Gene,0.7060000000000001
Lakshmi Surabhi,0.706
Fielding Noel,0.7057142857142857
O'Meara Peter,0.7057142857142856
Sandy Elizabeth,0.7055555555555555
 Khushboo,0.7055555555555555
Collins Michael,0.7053846153846154
Phillips Sally,0.7051724137931035
Kwon Kim,0.7050000000000001
 Luenell,0.7050000000000001
Yarmolnik Leonid,0.705
Ramm Haley,0.705
Horn Kaniehtiio,0.7045454545454546
Lengronne Annabelle,0.7042857142857143
Heard John,0.7042857142857143
Lu Yao,0.704
Ram Singh Rawat Pradeep,0.7038461538461538
Banks Boyd,0.7036363636363636
Fung Stanley,0.7033333333333334
Wong Tak-Ban Kenny,0.7033333333333334
Bee Samantha,0.7033333333333333
Jae-yong Lee,0.7030000000000001
Singh Sanjana,0.7030000000000001
J. Fox Michael,0.703
Bading Thomas,0.703
Oliver John,0.7028571428571428
Minaj Nicki,0.7025
Chang Stephen,0.7022222222222223
Pastewka Bastian,0.7022222222222223
Hernández Armando,0.7021428571428572
Timotijević Miloš,0.7021428571428572
Vargas Filipe,0.7019047619047619
Goins Eric,0.7016666666666668
Fisher Chris,0.7016666666666667
Torreton Philippe,0.7016666666666667
Solaiman Henky,0.7016666666666667
Galvão Bidô,0.7014285714285714
Didi Evelyne,0.7012499999999999
Capelluto Laurent,0.7011764705882353
Waters Drew,0.7011111111111111
Gordon Jack,0.7009090909090909
Turturro Nicholas,0.7006666666666667
Furuta Arata,0.7005555555555555
Sornarin Ploynarin,0.7000000000000001
Meskar Mehdi,0.7000000000000001
Gumabao Marco,0.7000000000000001
Kovács Lajos,0.7000000000000001
 Shari,0.7000000000000001
Bołądź Olga,0.7000000000000001
Maslodudov Aleksey,0.7
Zaree Maryam,0.7
Kino Hana,0.7
Xavier Nelson,0.7
Bugallo Celso,0.6992307692307692
Karamana Sudheer,0.699113924050633
Krowchuk Chad,0.6990909090909091
Hogan Susan,0.699047619047619
Edward Van Lear Phillip,0.6985714285714286
Muller Bianca,0.6985714285714286
Oviedo Matías,0.6985714285714286
Farcy Bernard,0.6985714285714286
Subbiah Saravana,0.6984210526315789
Ali Arsher,0.6980000000000001
Schnapp Sanne,0.698
Lin Ludi,0.6977777777777778
Dosal Alfonso,0.6977777777777777
Molina Jorge,0.6971428571428572
de Kraker Hans,0.697
Muskała Gabriela,0.6969999999999998
Lapeyrouse Brett,0.6966666666666667
Harr Anna,0.69625
Nance Terence,0.69625
Zappa Frank,0.69625
Babatundé Obba,0.6961111111111111
Noguera Miguel,0.696
Tuisk Tambet,0.696
Sálamo Sara,0.6957142857142857
Saxena Neha,0.6957142857142857
Winiger Melanie,0.6957142857142857
Hu Chen Tiger,0.6957142857142856
Petrov Yakov,0.6957142857142856
Testa Karina,0.6957142857142856
Yıkılkan Gökhan,0.6955555555555555
Jeffery Sarah,0.6950000000000001
Bhutkar Om,0.695
Arnold Justin,0.695
Yeong-ok Kim,0.6945833333333334
Minchin Tim,0.6945454545454545
Fierman Hannah,0.6944444444444444
Díaz Julieta,0.6942857142857142
Nair Parvatii,0.6941176470588236
Byung-ho Son,0.6940000000000001
McIntosh Neve,0.694
Adeliyi Oluniké,0.69375
Faison Donald,0.69375
Negishi Toshie,0.6937142857142857
Labib Lotfy,0.6935897435897436
Darmon Gérard,0.6935714285714286
DeFraites Michelle,0.6933333333333334
Young-hee Seo,0.693
Kimura Takuya,0.693
Maura Carmen,0.6929166666666666
Bazan Durul,0.6928571428571428
Rodríguez Marc,0.6928571428571428
Alvigini Elda,0.6928571428571428
Rohith Nara,0.6926666666666667
Sornin Baptiste,0.6924999999999999
Cavalero Tony,0.6923529411764706
Collins Lauren,0.6922222222222222
Waked Amr,0.6922222222222222
Bertling Karin,0.6916666666666668
 Biyouna,0.6916666666666665
Bourdo Sacha,0.6915384615384615
Dinesh Thalapathi,0.6914285714285714
Bell Nicholas,0.6914285714285714
Cannatelli Jaiden,0.6914285714285714
Spilchuk Jamie,0.6914285714285714
 Haruka,0.6913333333333334
Birnbaum Arved,0.6913333333333334
Pedro Vaz João,0.69125
Cowell Simon,0.6912499999999999
Khanna Ramesh,0.6911111111111112
Antonsen Atle,0.6910000000000001
Smith Matt,0.6908823529411764
Yonaga Tsubasa,0.6906666666666667
Yamada Yuki,0.6901923076923077
McIntyre Liam,0.6900000000000001
Sanders Ashton,0.6900000000000001
Al Fatih,0.6900000000000001
McPhail Susan,0.6900000000000001
Solomon Lévanah,0.6900000000000001
Stein Miriam,0.6900000000000001
Gilford Zach,0.6900000000000001
Haapasalo Ville,0.6900000000000001
Brown David,0.69
Arjmand Borzoo,0.69
Critchlow Roark,0.69
Kumai Motoko,0.69
Fahey Jeff,0.689375
Bravani Tika,0.6892307692307693
Yüksel Engin,0.6890000000000001
Brown Stephen,0.6888888888888888
Glogovac Nebojša,0.68875
Quinn Iris,0.6885714285714286
Angeline Yoriko,0.6885714285714286
C. Chang Emily,0.6885714285714286
Tran Karrueche,0.6883333333333335
Hughes Liam,0.6883333333333334
David Moore Joel,0.6882352941176472
Eun-ji Jung,0.6880000000000001
Ji-won Lee,0.6875
Yadav Raghubir,0.6871428571428572
 Madhupal,0.687
Vincent Sam,0.686875
Gilliam Terry,0.6867647058823529
Morris Michael,0.6866666666666666
Arthur Bolden Keith,0.6866666666666666
Agostini Hilary,0.6866666666666666
Anne Borders Bailey,0.6866666666666666
Jovanova Jelena,0.68625
Saartamo Joonas,0.6861538461538461
Suri Sanjay,0.6861538461538461
Kuo-Chu Chang,0.6859999999999999
Mohr Jay,0.6859999999999999
Shiha Hana,0.6857142857142858
Walters Lucy,0.6857142857142858
Thomas King Jamie,0.6857142857142858
Yasufumi Minowa,0.6857142857142857
Allon Primo,0.6857142857142857
Portnow Richard,0.6857142857142857
Moreau Jeanne,0.6854545454545454
Menon Valsala,0.6852941176470588
Hamada Kenji,0.6852380952380953
Karadeniz Özgür,0.685
de la Reguera Ana,0.685
Asrani Roma,0.6849999999999999
Peker Henning,0.6847826086956522
Keeley David,0.6844444444444444
Toriumi Kohsuke,0.684390243902439
McGraw Tim,0.6842857142857144
Murdock Colin,0.6842857142857143
Moghadami Shabnam,0.6842105263157895
Takahashi Hidenori,0.6839999999999999
Nair Aparna,0.6839999999999999
de Rossi Alessandra,0.6838888888888889
Rizzo Daniele,0.6833333333333333
Carlos Miele Luis,0.6833333333333333
Hancock Martin,0.6833333333333333
Hirano Aya,0.6833333333333333
Jing Liang,0.6833333333333332
Keenan Rory,0.6833333333333332
Bailey Bill,0.6833333333333332
Roseen Irene,0.6833333333333332
Tuominen Adam,0.6833333333333332
Ford Coppola Francis,0.6831578947368421
Valley Mark,0.6828571428571429
Stefan Prince,0.6828571428571429
Zappa Diva,0.6828571428571429
 Prabhu,0.6828571428571428
Essiedu Paapa,0.6825000000000001
Barnev Ivan,0.6825
Lučev Leon,0.6823809523809524
Crawford Daz,0.6822222222222223
Ohashi Ayuru,0.6818181818181818
 Jun,0.6814285714285715
Aksoy Suzan,0.6814285714285714
Natoli Carlotta,0.6814285714285714
Deklin Mark,0.6814285714285714
Shankar Mahanadhi,0.6814285714285714
Paradot Rod,0.68125
Luhrmann Baz,0.68125
Ukaj Alban,0.68125
Dewan Jenna,0.68125
Pollan Michael,0.68125
Luodan Wang,0.681
Bolsonaro Jair,0.6809090909090909
Pharoah Jay,0.6807142857142857
Bluszcz Przemysław,0.6806666666666668
 Jhansi,0.6805882352941177
Veloso Caetano,0.6803125
Czeczot Krzysztof,0.68
McGowan Zach,0.68
Ernesto Franco Luis,0.6799999999999999
Jin-woo Kim,0.6799999999999999
Kinoshita Takayuki,0.6799999999999999
Idrissi Majdouline,0.6799999999999999
Bordón César,0.6799999999999999
Kalsekar Ashwini,0.6792857142857143
Ulfsak Juhan,0.6792307692307692
Roy Kapur Kunaal,0.679
Allan Patti,0.6788888888888889
Knihtilä Elina,0.6788888888888889
Ross Jim,0.67875
Efe Parlar Berat,0.6785714285714286
Jones Luka,0.6785714285714286
Airlie James Duncan,0.6785714285714286
Bowler Grant,0.6783333333333333
Davison Bruce,0.6780851063829787
Mohindepaul Singh Gill,0.6779999999999999
Luke Jeremy,0.6777777777777777
Gastini Marta,0.6776923076923077
Villa Malena,0.6775
Kaneda Tomoko,0.6775
V. Murphy Timothy,0.6775
Kubozuka Yosuke,0.6771428571428572
Wilde Tim,0.6770588235294117
 DAIGO,0.6769999999999999
Glowicki Grace,0.676923076923077
Johnston Sue,0.676923076923077
Mattsson Helena,0.676875
Dauda Bisaso,0.6766666666666667
Blanks Billy,0.6766666666666666
Boisselier Julien,0.6766666666666666
Ashokan Chembil,0.6765217391304348
Shaw Morgana,0.6763636363636363
Rebengiuc Victor,0.67625
Salvör Menuez Bobbi,0.6761538461538461
Reyes Cristine,0.6758333333333333
Dimitrijević Bojan,0.6753846153846154
Brückner David,0.6750000000000002
Ravn Kurt,0.675
Maury Nicolas,0.6746153846153846
Chao Winston,0.6745454545454546
Gaisford James,0.6745454545454546
Keller Marthe,0.6745
Champoux Tanya,0.6744444444444445
Tolba Badria,0.674375
Slater Helen,0.6742857142857144
Tribord Ricky,0.6742857142857143
Alejandro Kevin,0.6742857142857143
Kishchenko Vitaly,0.6741176470588236
Beckmann Lina,0.674
Anna Wojtyllo Monika,0.6737500000000001
Povolotskyi Heorhii,0.6737500000000001
Victoria Noree,0.67375
Prosperi Cristine,0.67375
Boyer Frans,0.67375
Pol Alice,0.6736842105263158
Hogan Michael,0.6736363636363637
Mack Parker,0.6733333333333333
Hsu Vivian,0.6733333333333333
James Clint,0.6728571428571428
Damgacı Ayça,0.6728571428571428
Isabelle Katharine,0.6727777777777777
Hyde Allan,0.6725
Ramsay Derek,0.6725
Furlong Edward,0.6725
Scott Ridley,0.6723076923076923
Griffin Jenn,0.6722222222222223
Raymonde Tania,0.6722222222222222
Steele-Falconer Olivia,0.6719999999999999
Kirshner Mia,0.6718181818181818
DeNucci Tom,0.6718181818181818
Casertano Enzo,0.6716666666666667
Begin Katrina,0.6716666666666667
Saito Yuki,0.6716666666666666
Lotfi Mohammad,0.6715384615384615
Itoh Shizuka,0.671470588235294
Holder Nick,0.6712500000000001
Yiu-Sing Lam,0.67125
Anton Thomas,0.6712499999999999
Bocchicchio Charla,0.6711111111111111
Luque Luis,0.671
Lodovini Valentina,0.6708333333333334
Lapus John,0.6708333333333334
Stefiuk Matthew,0.6708333333333334
Engelke Anke,0.67
Auberjonois René,0.67
Gray Erin,0.67
Keun-hyong Park,0.67
Del Vecchio Teresa,0.67
Bang Diana,0.6699999999999999
Fujii Takemi,0.6699999999999999
Brewer Madeline,0.6699999999999999
Runyan Damon,0.6699999999999999
Piccinini Hugo,0.6699999999999999
Pizzinato James,0.6699999999999999
Madsen Erik,0.6699999999999999
Traub Franziska,0.6699999999999999
Ka-tung Lam,0.6699999999999999
Ozawa Ari,0.6695833333333333
Teixeira Fernando,0.6692307692307692
Boni Alessio,0.6691666666666666
Kwok-Keung Cheung,0.6689999999999999
Williamson Denise,0.6688888888888889
Vega Rio,0.66875
Dawn Chong Rae,0.6685714285714287
Pevsner David,0.6685714285714285
Cassidy Joanna,0.6685714285714285
Stewart Fivel,0.6683333333333333
Matsuura Yuya,0.6681250000000001
Chabior Janusz,0.6680952380952382
O'Grady Gail,0.6677777777777778
Avello Felipe,0.6677777777777778
Satrya Tegar,0.6675
Flaus John,0.6675
Bielawka Klara,0.6675
Joon Sung,0.6675
Akhtar Masood,0.6675
Palin Michael,0.6671428571428571
Kurosaki Reina,0.667
Hutton Pascale,0.666923076923077
Çetinkaya Meral,0.666923076923077
Suresh Rekha,0.666923076923077
Bolgatty Dharmajan,0.6667796610169492
Bassett Natasha,0.6666666666666666
Schorn Christine,0.6666666666666666
Marshall Rebecca,0.6666666666666666
Fawzy Youssef,0.6666666666666666
Santhosh Baiju,0.6666666666666666
Tagawa Cary-Hiroyuki,0.6663636363636364
Sagoes Ken,0.66625
Jones Jim,0.66625
Sitoy Natileigh,0.66625
Thilakan Shammi,0.6662068965517242
Mariya Ravi,0.6661904761904762
Tola Pamela,0.666
Ballesteros Chasty,0.666
Fontoura Ary,0.6657142857142857
Honda Tsubasa,0.6655555555555556
Arai Hirofumi,0.6653333333333333
de Kuyper Raymonde,0.665
Haapkylä Minna,0.665
Edgar Hoover J.,0.665
Raghavan Jishnu,0.665
Asanuma Shintaro,0.6648275862068966
Ohgame Asuka,0.6646153846153846
 Shiva,0.6644444444444445
Lonsdale Michael,0.664375
Bajwa Poonam,0.664375
Yakushimaru Hiroko,0.6643749999999999
Zakaria Maryam,0.6642857142857144
Itié Giselle,0.6642857142857144
Savcic Anja,0.6642857142857144
Kobayashi Nenji,0.6642105263157895
Christgau Robert,0.6637500000000001
Moshonov Michael,0.6637500000000001
Franzese Daniel,0.6637500000000001
Springsteen Bruce,0.6635714285714286
Humphries Madeleine,0.663
Annan Jim,0.6628571428571429
Murphy Siobhan,0.6628571428571429
Ashworth Mark,0.662608695652174
Óskar Fjalarsson Atli,0.6625000000000001
Eun-soo Seo,0.6625
Nag Debranjan,0.6625
Valdez Ronaldo,0.6620000000000001
Fuchikami Yasushi,0.6616666666666666
Minagawa Junko,0.661578947368421
Kourotchkine Christophe,0.6614285714285714
De Virgilio Michele,0.6614285714285714
Chernick Jonas,0.6614285714285714
Ye-ryun Cha,0.6614285714285714
Laura Kiehl Cinta,0.6614285714285714
Plagnol Robert,0.6614285714285713
